"","Request.id","Pickup.point","Driver.id","Status","Request.timestamp","Drop.timestamp","Request.date","Request.day","Request.time","Request.hour","Drop.time","Drop.hour","Approx.travel.time","Request.time_slot"
"165",499,"City",18,"Trip Completed",2016-07-11 09:39:00,2016-07-11 10:16:00,"2016/07/11","Monday","09:39",9,"10:16","10",0.62,"Mid morning"
"166",1147,"Airport",18,"Trip Completed",2016-07-11 20:42:00,2016-07-11 21:18:00,"2016/07/11","Monday","20:42",20,"21:18","21",0.6,"Early evening"
"167",1410,"Airport",18,"Trip Completed",2016-07-12 03:14:00,2016-07-12 04:27:00,"2016/07/12","Tuesday","03:14",3,"04:27","04",1.22,"Mid overnight"
"168",1804,"Airport",18,"Trip Completed",2016-07-12 09:12:00,2016-07-12 09:57:00,"2016/07/12","Tuesday","09:12",9,"09:57","09",0.75,"Mid morning"
"169",1949,"Airport",18,"Trip Completed",2016-07-12 11:32:00,2016-07-12 12:13:00,"2016/07/12","Tuesday","11:32",11,"12:13","12",0.68,"Late morning"
"170",2713,"City",18,"Trip Completed",2016-07-13 01:46:00,2016-07-13 02:37:00,"2016/07/13","Wednesday","01:46",1,"02:37","02",0.85,"Early overnight"
"171",2845,"City",18,"Trip Completed",2016-07-13 05:28:00,2016-07-13 06:10:00,"2016/07/13","Wednesday","05:28",5,"06:10","06",0.7,"Late overnight"
"172",3943,"Airport",18,"Trip Completed",2016-07-13 22:35:00,2016-07-13 23:33:00,"2016/07/13","Wednesday","22:35",22,"23:33","23",0.97,"Mid evening"
"173",4792,"City",18,"Trip Completed",2016-07-14 16:47:00,2016-07-14 17:34:00,"2016/07/14","Thursday","16:47",16,"17:34","17",0.78,"Mid afternoon"
"174",5207,"Airport",18,"Trip Completed",2016-07-14 20:57:00,2016-07-14 21:56:00,"2016/07/14","Thursday","20:57",20,"21:56","21",0.98,"Early evening"
"175",5890,"City",18,"Trip Completed",2016-07-15 09:43:00,2016-07-15 10:55:00,"2016/07/15","Friday","09:43",9,"10:55","10",1.2,"Mid morning"
"176",494,"City",19,"Trip Completed",2016-07-11 09:36:00,2016-07-11 10:02:00,"2016/07/11","Monday","09:36",9,"10:02","10",0.43,"Mid morning"
"177",1485,"City",19,"Trip Completed",2016-07-12 05:21:00,2016-07-12 06:35:00,"2016/07/12","Tuesday","05:21",5,"06:35","06",1.23,"Late overnight"
"178",2042,"City",19,"Trip Completed",2016-07-12 14:30:00,2016-07-12 15:09:00,"2016/07/12","Tuesday","14:30",14,"15:09","15",0.65,"Early afternoon"
"179",2561,"Airport",19,"Trip Completed",2016-07-12 21:29:00,2016-07-12 22:44:00,"2016/07/12","Tuesday","21:29",21,"22:44","22",1.25,"Mid evening"
"180",3813,"Airport",19,"Trip Completed",2016-07-13 21:06:00,2016-07-13 21:46:00,"2016/07/13","Wednesday","21:06",21,"21:46","21",0.67,"Mid evening"
"181",4260,"Airport",19,"Trip Completed",2016-07-14 06:11:00,2016-07-14 06:59:00,"2016/07/14","Thursday","06:11",6,"06:59","06",0.8,"Late overnight"
"182",4395,"City",19,"Trip Completed",2016-07-14 08:00:00,2016-07-14 08:54:00,"2016/07/14","Thursday","08:00",8,"08:54","08",0.9,"Early morning"
"183",5919,"City",19,"Trip Completed",2016-07-15 10:03:00,2016-07-15 10:59:00,"2016/07/15","Friday","10:03",10,"10:59","10",0.93,"Mid morning"
"184",6002,"Airport",19,"Trip Completed",2016-07-15 12:04:00,2016-07-15 12:53:00,"2016/07/15","Friday","12:04",12,"12:53","12",0.82,"Late morning"
"185",468,"City",20,"Trip Completed",2016-07-11 09:20:00,2016-07-11 10:05:00,"2016/07/11","Monday","09:20",9,"10:05","10",0.75,"Mid morning"
"186",693,"Airport",20,"Trip Completed",2016-07-11 13:51:00,2016-07-11 15:01:00,"2016/07/11","Monday","13:51",13,"15:01","15",1.17,"Early afternoon"
"187",1178,"City",20,"Trip Completed",2016-07-11 21:05:00,2016-07-11 22:06:00,"2016/07/11","Monday","21:05",21,"22:06","22",1.02,"Mid evening"
"188",2103,"City",20,"Trip Completed",2016-07-12 16:08:00,2016-07-12 17:18:00,"2016/07/12","Tuesday","16:08",16,"17:18","17",1.17,"Mid afternoon"
"189",2292,"Airport",20,"Trip Completed",2016-07-12 18:46:00,2016-07-12 19:23:00,"2016/07/12","Tuesday","18:46",18,"19:23","19",0.62,"Late afternoon"
"190",3339,"City",20,"Trip Completed",2016-07-13 12:40:00,2016-07-13 13:30:00,"2016/07/13","Wednesday","12:40",12,"13:30","13",0.83,"Late morning"
"191",3694,"City",20,"Trip Completed",2016-07-13 19:33:00,2016-07-13 20:35:00,"2016/07/13","Wednesday","19:33",19,"20:35","20",1.03,"Early evening"
"192",4469,"City",20,"Trip Completed",2016-07-14 08:45:00,2016-07-14 09:48:00,"2016/07/14","Thursday","08:45",8,"09:48","09",1.05,"Early morning"
"193",6432,"City",20,"Trip Completed",2016-07-15 19:50:00,2016-07-15 20:30:00,"2016/07/15","Friday","19:50",19,"20:30","20",0.67,"Early evening"
"194",1895,"City",21,"Trip Completed",2016-07-12 10:20:00,2016-07-12 10:52:00,"2016/07/12","Tuesday","10:20",10,"10:52","10",0.53,"Mid morning"
"195",1981,"Airport",21,"Trip Completed",2016-07-12 12:23:00,2016-07-12 12:56:00,"2016/07/12","Tuesday","12:23",12,"12:56","12",0.55,"Late morning"
"196",3744,"Airport",21,"Trip Completed",2016-07-13 20:28:00,2016-07-13 21:22:00,"2016/07/13","Wednesday","20:28",20,"21:22","21",0.9,"Early evening"
"197",4433,"Airport",21,"Trip Completed",2016-07-14 08:26:00,2016-07-14 09:12:00,"2016/07/14","Thursday","08:26",8,"09:12","09",0.77,"Early morning"
"198",6039,"Airport",21,"Trip Completed",2016-07-15 13:11:00,2016-07-15 13:38:00,"2016/07/15","Friday","13:11",13,"13:38","13",0.45,"Early afternoon"
"199",6543,"City",21,"Trip Completed",2016-07-15 20:54:00,2016-07-15 22:12:00,"2016/07/15","Friday","20:54",20,"22:12","22",1.3,"Early evening"
"200",110,"City",22,"Trip Completed",2016-07-11 05:05:00,2016-07-11 06:06:00,"2016/07/11","Monday","05:05",5,"06:06","06",1.02,"Late overnight"
"201",362,"City",22,"Trip Completed",2016-07-11 08:01:00,2016-07-11 09:18:00,"2016/07/11","Monday","08:01",8,"09:18","09",1.28,"Early morning"
"202",666,"Airport",22,"Trip Completed",2016-07-11 13:02:00,2016-07-11 13:45:00,"2016/07/11","Monday","13:02",13,"13:45","13",0.72,"Early afternoon"
"203",926,"City",22,"Trip Completed",2016-07-11 18:28:00,2016-07-11 19:34:00,"2016/07/11","Monday","18:28",18,"19:34","19",1.1,"Late afternoon"
"204",1180,"Airport",22,"Trip Completed",2016-07-11 21:01:00,2016-07-11 22:14:00,"2016/07/11","Monday","21:01",21,"22:14","22",1.22,"Mid evening"
"205",1900,"City",22,"Trip Completed",2016-07-12 10:32:00,2016-07-12 11:42:00,"2016/07/12","Tuesday","10:32",10,"11:42","11",1.17,"Mid morning"
"206",2506,"City",22,"Trip Completed",2016-07-12 21:01:00,2016-07-12 21:38:00,"2016/07/12","Tuesday","21:01",21,"21:38","21",0.62,"Mid evening"
"207",3064,"City",22,"Trip Completed",2016-07-13 08:02:00,2016-07-13 08:58:00,"2016/07/13","Wednesday","08:02",8,"08:58","08",0.93,"Early morning"
"208",3327,"Airport",22,"Trip Completed",2016-07-13 12:24:00,2016-07-13 13:23:00,"2016/07/13","Wednesday","12:24",12,"13:23","13",0.98,"Late morning"
"209",3601,"City",22,"Trip Completed",2016-07-13 18:39:00,2016-07-13 19:29:00,"2016/07/13","Wednesday","18:39",18,"19:29","19",0.83,"Late afternoon"
"210",4768,"Airport",22,"Trip Completed",2016-07-14 15:39:00,2016-07-14 16:49:00,"2016/07/14","Thursday","15:39",15,"16:49","16",1.17,"Mid afternoon"
"211",5142,"City",22,"Trip Completed",2016-07-14 20:17:00,2016-07-14 20:48:00,"2016/07/14","Thursday","20:17",20,"20:48","20",0.52,"Early evening"
"212",5366,"Airport",22,"Trip Completed",2016-07-14 23:27:00,2016-07-15 00:19:00,"2016/07/14","Thursday","23:27",23,"00:19","00",0.87,"Late evening"
"213",5575,"City",22,"Trip Completed",2016-07-15 05:53:00,2016-07-15 06:50:00,"2016/07/15","Friday","05:53",5,"06:50","06",0.95,"Late overnight"
"214",5902,"City",22,"Trip Completed",2016-07-15 09:52:00,2016-07-15 10:37:00,"2016/07/15","Friday","09:52",9,"10:37","10",0.75,"Mid morning"
"215",6694,"Airport",22,"Trip Completed",2016-07-15 22:45:00,2016-07-15 23:17:00,"2016/07/15","Friday","22:45",22,"23:17","23",0.53,"Mid evening"
"216",523,"Airport",23,"Trip Completed",2016-07-11 09:48:00,2016-07-11 10:37:00,"2016/07/11","Monday","09:48",9,"10:37","10",0.82,"Mid morning"
"217",747,"City",23,"Trip Completed",2016-07-11 15:53:00,2016-07-11 16:43:00,"2016/07/11","Monday","15:53",15,"16:43","16",0.83,"Mid afternoon"
"218",1371,"Airport",23,"Trip Completed",2016-07-12 00:22:00,2016-07-12 01:33:00,"2016/07/12","Tuesday","00:22",0,"01:33","01",1.18,"Early overnight"
"219",1553,"City",23,"Trip Completed",2016-07-12 06:09:00,2016-07-12 07:09:00,"2016/07/12","Tuesday","06:09",6,"07:09","07",1,"Late overnight"
"220",1692,"Airport",23,"Trip Completed",2016-07-12 07:52:00,2016-07-12 09:01:00,"2016/07/12","Tuesday","07:52",7,"09:01","09",1.15,"Early morning"
"221",2114,"City",23,"Trip Completed",2016-07-12 16:36:00,2016-07-12 17:21:00,"2016/07/12","Tuesday","16:36",16,"17:21","17",0.75,"Mid afternoon"
"222",2742,"City",23,"Trip Completed",2016-07-13 03:07:00,2016-07-13 03:51:00,"2016/07/13","Wednesday","03:07",3,"03:51","03",0.73,"Mid overnight"
"223",4273,"City",23,"Trip Completed",2016-07-14 06:17:00,2016-07-14 07:02:00,"2016/07/14","Thursday","06:17",6,"07:02","07",0.75,"Late overnight"
"224",4668,"City",23,"Trip Completed",2016-07-14 12:25:00,2016-07-14 13:34:00,"2016/07/14","Thursday","12:25",12,"13:34","13",1.15,"Late morning"
"225",5425,"City",23,"Trip Completed",2016-07-15 02:23:00,2016-07-15 03:08:00,"2016/07/15","Friday","02:23",2,"03:08","03",0.75,"Early overnight"
"226",5488,"City",23,"Trip Completed",2016-07-15 04:53:00,2016-07-15 06:00:00,"2016/07/15","Friday","04:53",4,"06:00","06",1.12,"Mid overnight"
"227",5781,"City",23,"Trip Completed",2016-07-15 08:35:00,2016-07-15 09:42:00,"2016/07/15","Friday","08:35",8,"09:42","09",1.12,"Early morning"
"228",5966,"Airport",23,"Trip Completed",2016-07-15 10:54:00,2016-07-15 11:58:00,"2016/07/15","Friday","10:54",10,"11:58","11",1.07,"Mid morning"
"229",6122,"City",23,"Trip Completed",2016-07-15 15:26:00,2016-07-15 16:29:00,"2016/07/15","Friday","15:26",15,"16:29","16",1.05,"Mid afternoon"
"230",357,"Airport",24,"Trip Completed",2016-07-11 08:00:00,2016-07-11 09:08:00,"2016/07/11","Monday","08:00",8,"09:08","09",1.13,"Early morning"
"231",1068,"City",24,"Trip Completed",2016-07-11 19:52:00,2016-07-11 20:48:00,"2016/07/11","Monday","19:52",19,"20:48","20",0.93,"Early evening"
"232",2689,"Airport",24,"Trip Completed",2016-07-13 00:34:00,2016-07-13 01:49:00,"2016/07/13","Wednesday","00:34",0,"01:49","01",1.25,"Early overnight"
"233",2791,"City",24,"Trip Completed",2016-07-13 04:56:00,2016-07-13 05:33:00,"2016/07/13","Wednesday","04:56",4,"05:33","05",0.62,"Mid overnight"
"234",3321,"City",24,"Trip Completed",2016-07-13 12:23:00,2016-07-13 13:25:00,"2016/07/13","Wednesday","12:23",12,"13:25","13",1.03,"Late morning"
"235",3423,"Airport",24,"Trip Completed",2016-07-13 15:52:00,2016-07-13 16:50:00,"2016/07/13","Wednesday","15:52",15,"16:50","16",0.97,"Mid afternoon"
"236",3761,"Airport",24,"Trip Completed",2016-07-13 20:35:00,2016-07-13 21:39:00,"2016/07/13","Wednesday","20:35",20,"21:39","21",1.07,"Early evening"
"237",4140,"City",24,"Trip Completed",2016-07-14 04:48:00,2016-07-14 06:05:00,"2016/07/14","Thursday","04:48",4,"06:05","06",1.28,"Mid overnight"
"238",4656,"City",24,"Trip Completed",2016-07-14 12:06:00,2016-07-14 12:49:00,"2016/07/14","Thursday","12:06",12,"12:49","12",0.72,"Late morning"
"239",4931,"Airport",24,"Trip Completed",2016-07-14 18:21:00,2016-07-14 18:54:00,"2016/07/14","Thursday","18:21",18,"18:54","18",0.55,"Late afternoon"
"240",5268,"City",24,"Trip Completed",2016-07-14 21:29:00,2016-07-14 22:30:00,"2016/07/14","Thursday","21:29",21,"22:30","22",1.02,"Mid evening"
"241",5811,"City",24,"Trip Completed",2016-07-15 08:46:00,2016-07-15 09:26:00,"2016/07/15","Friday","08:46",8,"09:26","09",0.67,"Early morning"
"242",6139,"Airport",24,"Trip Completed",2016-07-15 15:45:00,2016-07-15 16:40:00,"2016/07/15","Friday","15:45",15,"16:40","16",0.92,"Mid afternoon"
"243",6333,"Airport",24,"Trip Completed",2016-07-15 18:41:00,2016-07-15 19:53:00,"2016/07/15","Friday","18:41",18,"19:53","19",1.2,"Late afternoon"
"244",773,"City",25,"Trip Completed",2016-07-11 16:23:00,2016-07-11 17:21:00,"2016/07/11","Monday","16:23",16,"17:21","17",0.97,"Mid afternoon"
"245",1123,"City",25,"Trip Completed",2016-07-11 20:20:00,2016-07-11 21:18:00,"2016/07/11","Monday","20:20",20,"21:18","21",0.97,"Early evening"
"246",2667,"Airport",25,"Trip Completed",2016-07-12 23:35:00,2016-07-13 00:40:00,"2016/07/12","Tuesday","23:35",23,"00:40","00",1.08,"Late evening"
"247",2833,"City",25,"Trip Completed",2016-07-13 05:27:00,2016-07-13 06:19:00,"2016/07/13","Wednesday","05:27",5,"06:19","06",0.87,"Late overnight"
"248",3396,"City",25,"Trip Completed",2016-07-13 14:59:00,2016-07-13 15:57:00,"2016/07/13","Wednesday","14:59",14,"15:57","15",0.97,"Early afternoon"
"249",3590,"City",25,"Trip Completed",2016-07-13 18:31:00,2016-07-13 19:31:00,"2016/07/13","Wednesday","18:31",18,"19:31","19",1,"Late afternoon"
"250",3762,"City",25,"Trip Completed",2016-07-13 20:38:00,2016-07-13 21:21:00,"2016/07/13","Wednesday","20:38",20,"21:21","21",0.72,"Early evening"
"251",4566,"City",25,"Trip Completed",2016-07-14 09:48:00,2016-07-14 10:22:00,"2016/07/14","Thursday","09:48",9,"10:22","10",0.57,"Mid morning"
"252",4862,"City",25,"Trip Completed",2016-07-14 17:37:00,2016-07-14 18:41:00,"2016/07/14","Thursday","17:37",17,"18:41","18",1.07,"Late afternoon"
"253",5564,"Airport",25,"Trip Completed",2016-07-15 05:41:00,2016-07-15 06:53:00,"2016/07/15","Friday","05:41",5,"06:53","06",1.2,"Late overnight"
"254",6187,"City",25,"Trip Completed",2016-07-15 17:11:00,2016-07-15 18:08:00,"2016/07/15","Friday","17:11",17,"18:08","18",0.95,"Late afternoon"
"255",6642,"City",25,"Trip Completed",2016-07-15 22:07:00,2016-07-15 22:54:00,"2016/07/15","Friday","22:07",22,"22:54","22",0.78,"Mid evening"
"256",322,"City",26,"Trip Completed",2016-07-11 07:31:00,2016-07-11 08:10:00,"2016/07/11","Monday","07:31",7,"08:10","08",0.65,"Early morning"
"257",793,"City",26,"Trip Completed",2016-07-11 17:04:00,2016-07-11 18:06:00,"2016/07/11","Monday","17:04",17,"18:06","18",1.03,"Late afternoon"
"258",898,"Airport",26,"Trip Completed",2016-07-11 18:14:00,2016-07-11 19:09:00,"2016/07/11","Monday","18:14",18,"19:09","19",0.92,"Late afternoon"
"259",1258,"City",26,"Trip Completed",2016-07-11 21:51:00,2016-07-11 23:00:00,"2016/07/11","Monday","21:51",21,"23:00","23",1.15,"Mid evening"
"260",2832,"City",26,"Trip Completed",2016-07-13 05:20:00,2016-07-13 06:14:00,"2016/07/13","Wednesday","05:20",5,"06:14","06",0.9,"Late overnight"
"261",3139,"City",26,"Trip Completed",2016-07-13 08:54:00,2016-07-13 09:22:00,"2016/07/13","Wednesday","08:54",8,"09:22","09",0.47,"Early morning"
"262",3438,"City",26,"Trip Completed",2016-07-13 16:12:00,2016-07-13 17:13:00,"2016/07/13","Wednesday","16:12",16,"17:13","17",1.02,"Mid afternoon"
"263",3966,"Airport",26,"Trip Completed",2016-07-13 22:50:00,2016-07-13 23:27:00,"2016/07/13","Wednesday","22:50",22,"23:27","23",0.62,"Mid evening"
"264",6401,"Airport",26,"Trip Completed",2016-07-15 19:33:00,2016-07-15 20:16:00,"2016/07/15","Friday","19:33",19,"20:16","20",0.72,"Early evening"
"265",204,"City",27,"Trip Completed",2016-07-11 06:04:00,2016-07-11 06:44:00,"2016/07/11","Monday","06:04",6,"06:44","06",0.67,"Late overnight"
"266",632,"Airport",27,"Trip Completed",2016-07-11 12:20:00,2016-07-11 13:10:00,"2016/07/11","Monday","12:20",12,"13:10","13",0.83,"Late morning"
"267",763,"City",27,"Trip Completed",2016-07-11 16:19:00,2016-07-11 17:25:00,"2016/07/11","Monday","16:19",16,"17:25","17",1.1,"Mid afternoon"
"268",1786,"Airport",27,"Trip Completed",2016-07-12 09:03:00,2016-07-12 09:58:00,"2016/07/12","Tuesday","09:03",9,"09:58","09",0.92,"Mid morning"
"269",1968,"City",27,"Trip Completed",2016-07-12 12:10:00,2016-07-12 12:49:00,"2016/07/12","Tuesday","12:10",12,"12:49","12",0.65,"Late morning"
"270",2088,"Airport",27,"Trip Completed",2016-07-12 15:51:00,2016-07-12 17:02:00,"2016/07/12","Tuesday","15:51",15,"17:02","17",1.18,"Mid afternoon"
"271",2473,"Airport",27,"Trip Completed",2016-07-12 20:43:00,2016-07-12 21:20:00,"2016/07/12","Tuesday","20:43",20,"21:20","21",0.62,"Early evening"
"272",2869,"Airport",27,"Trip Completed",2016-07-13 05:50:00,2016-07-13 06:27:00,"2016/07/13","Wednesday","05:50",5,"06:27","06",0.62,"Late overnight"
"273",3742,"Airport",27,"Trip Completed",2016-07-13 20:24:00,2016-07-13 20:48:00,"2016/07/13","Wednesday","20:24",20,"20:48","20",0.4,"Early evening"
"274",4440,"Airport",27,"Trip Completed",2016-07-14 08:26:00,2016-07-14 09:00:00,"2016/07/14","Thursday","08:26",8,"09:00","09",0.57,"Early morning"
"275",5234,"City",27,"Trip Completed",2016-07-14 21:09:00,2016-07-14 21:52:00,"2016/07/14","Thursday","21:09",21,"21:52","21",0.72,"Mid evening"
"276",6354,"Airport",27,"Trip Completed",2016-07-15 18:59:00,2016-07-15 19:35:00,"2016/07/15","Friday","18:59",18,"19:35","19",0.6,"Late afternoon"
"277",6638,"City",27,"Trip Completed",2016-07-15 21:59:00,2016-07-15 23:13:00,"2016/07/15","Friday","21:59",21,"23:13","23",1.23,"Mid evening"
"278",84,"City",28,"Trip Completed",2016-07-11 04:50:00,2016-07-11 05:26:00,"2016/07/11","Monday","04:50",4,"05:26","05",0.6,"Mid overnight"
"279",1199,"City",28,"Trip Completed",2016-07-11 21:17:00,2016-07-11 21:53:00,"2016/07/11","Monday","21:17",21,"21:53","21",0.6,"Mid evening"
"280",1676,"Airport",28,"Trip Completed",2016-07-12 07:44:00,2016-07-12 08:40:00,"2016/07/12","Tuesday","07:44",7,"08:40","08",0.93,"Early morning"
"281",2774,"City",28,"Trip Completed",2016-07-13 04:33:00,2016-07-13 05:13:00,"2016/07/13","Wednesday","04:33",4,"05:13","05",0.67,"Mid overnight"
"282",3220,"Airport",28,"Trip Completed",2016-07-13 09:51:00,2016-07-13 10:24:00,"2016/07/13","Wednesday","09:51",9,"10:24","10",0.55,"Mid morning"
"283",3718,"Airport",28,"Trip Completed",2016-07-13 19:56:00,2016-07-13 20:47:00,"2016/07/13","Wednesday","19:56",19,"20:47","20",0.85,"Early evening"
"284",4904,"Airport",28,"Trip Completed",2016-07-14 18:02:00,2016-07-14 18:58:00,"2016/07/14","Thursday","18:02",18,"18:58","18",0.93,"Late afternoon"
"285",6527,"Airport",28,"Trip Completed",2016-07-15 20:54:00,2016-07-15 21:53:00,"2016/07/15","Friday","20:54",20,"21:53","21",0.98,"Early evening"
"286",6710,"City",28,"Trip Completed",2016-07-15 23:02:00,2016-07-16 00:12:00,"2016/07/15","Friday","23:02",23,"00:12","00",1.17,"Late evening"
"287",1584,"Airport",29,"Trip Completed",2016-07-12 06:26:00,2016-07-12 07:18:00,"2016/07/12","Tuesday","06:26",6,"07:18","07",0.87,"Late overnight"
"288",1966,"Airport",29,"Trip Completed",2016-07-12 12:05:00,2016-07-12 13:12:00,"2016/07/12","Tuesday","12:05",12,"13:12","13",1.12,"Late morning"
"289",2827,"City",29,"Trip Completed",2016-07-13 05:18:00,2016-07-13 06:18:00,"2016/07/13","Wednesday","05:18",5,"06:18","06",1,"Late overnight"
"290",2945,"Airport",29,"Trip Completed",2016-07-13 06:34:00,2016-07-13 07:28:00,"2016/07/13","Wednesday","06:34",6,"07:28","07",0.9,"Late overnight"
"291",3365,"City",29,"Trip Completed",2016-07-13 13:47:00,2016-07-13 14:51:00,"2016/07/13","Wednesday","13:47",13,"14:51","14",1.07,"Early afternoon"
"292",3548,"Airport",29,"Trip Completed",2016-07-13 18:07:00,2016-07-13 19:12:00,"2016/07/13","Wednesday","18:07",18,"19:12","19",1.08,"Late afternoon"
"293",3753,"City",29,"Trip Completed",2016-07-13 20:30:00,2016-07-13 21:42:00,"2016/07/13","Wednesday","20:30",20,"21:42","21",1.2,"Early evening"
"294",4569,"Airport",29,"Trip Completed",2016-07-14 09:48:00,2016-07-14 10:49:00,"2016/07/14","Thursday","09:48",9,"10:49","10",1.02,"Mid morning"
"295",6309,"Airport",29,"Trip Completed",2016-07-15 18:29:00,2016-07-15 19:42:00,"2016/07/15","Friday","18:29",18,"19:42","19",1.22,"Late afternoon"
"296",6437,"City",29,"Trip Completed",2016-07-15 19:53:00,2016-07-15 20:26:00,"2016/07/15","Friday","19:53",19,"20:26","20",0.55,"Early evening"
"297",517,"Airport",30,"Trip Completed",2016-07-11 09:45:00,2016-07-11 10:24:00,"2016/07/11","Monday","09:45",9,"10:24","10",0.65,"Mid morning"
"298",1406,"Airport",30,"Trip Completed",2016-07-12 03:02:00,2016-07-12 03:55:00,"2016/07/12","Tuesday","03:02",3,"03:55","03",0.88,"Mid overnight"
"299",1643,"Airport",30,"Trip Completed",2016-07-12 07:18:00,2016-07-12 08:10:00,"2016/07/12","Tuesday","07:18",7,"08:10","08",0.87,"Early morning"
"300",2108,"Airport",30,"Trip Completed",2016-07-12 16:14:00,2016-07-12 16:48:00,"2016/07/12","Tuesday","16:14",16,"16:48","16",0.57,"Mid afternoon"
"301",2647,"City",30,"Trip Completed",2016-07-12 22:46:00,2016-07-12 23:18:00,"2016/07/12","Tuesday","22:46",22,"23:18","23",0.53,"Mid evening"
"302",3129,"City",30,"Trip Completed",2016-07-13 08:41:00,2016-07-13 09:41:00,"2016/07/13","Wednesday","08:41",8,"09:41","09",1,"Early morning"
"303",3738,"Airport",30,"Trip Completed",2016-07-13 20:15:00,2016-07-13 20:55:00,"2016/07/13","Wednesday","20:15",20,"20:55","20",0.67,"Early evening"
"304",4422,"Airport",30,"Trip Completed",2016-07-14 08:13:00,2016-07-14 09:13:00,"2016/07/14","Thursday","08:13",8,"09:13","09",1,"Early morning"
"305",4790,"City",30,"Trip Completed",2016-07-14 16:43:00,2016-07-14 17:56:00,"2016/07/14","Thursday","16:43",16,"17:56","17",1.22,"Mid afternoon"
"306",5496,"City",30,"Trip Completed",2016-07-15 04:59:00,2016-07-15 05:34:00,"2016/07/15","Friday","04:59",4,"05:34","05",0.58,"Mid overnight"
"307",6484,"Airport",30,"Trip Completed",2016-07-15 20:19:00,2016-07-15 21:01:00,"2016/07/15","Friday","20:19",20,"21:01","21",0.7,"Early evening"
